,0
0,0.8608843537414966
1,0.8472789115646259
2,0.8472789115646259
3,0.8472789115646259
4,0.8472789115646259
5,0.8472789115646259
6,0.8472789115646259
7,0.8472789115646259
8,0.8472789115646259
9,0.8472789115646259
10,0.8472789115646259
11,0.8472789115646259
12,0.8472789115646259
13,0.8472789115646259
14,0.8472789115646259
15,0.8472789115646259
16,0.8472789115646259
17,0.8472789115646259
18,0.8472789115646259
19,0.8472789115646259
20,0.8472789115646259
21,0.8472789115646259
22,0.8472789115646259
23,0.8472789115646259
24,0.8472789115646259
25,0.8472789115646259
26,0.8472789115646259
27,0.8472789115646259
28,0.8472789115646259
