,0
0,0.9328935644725119
1,0.9328935644725119
2,0.9328935644725119
3,0.9328935644725119
4,0.9328935644725119
5,0.9328935644725119
6,0.9328935644725119
7,0.9328935644725119
8,0.9328935644725119
9,0.9328935644725119
10,0.9328935644725119
11,0.9328935644725119
12,0.9328935644725119
13,0.9328935644725119
14,0.9328935644725119
15,0.9328935644725119
16,0.9328935644725119
17,0.9328935644725119
18,0.9328935644725119
19,0.9328935644725119
20,0.9328935644725119
21,0.9328935644725119
22,0.9328935644725119
23,0.9328935644725119
24,0.9328935644725119
25,0.9328935644725119
26,0.9328935644725119
27,0.9328935644725119
28,0.9328935644725119
